name,cycles,treasurer_name,committee_type,committee_type_full,filing_frequency,designation,designation_full,organization_type,organization_type_full,party,party_full,state,committee_id,candidate_ids,first_file_date,last_file_date,last_f1_date
RAY HORSPOOL FOR CONGRESS,"{1992,1994,1996}",J DAVID HORSPOOL,H,House,A,P,Principal campaign committee,,,,,CA,C00262485,H2CA37049,3/12/92,3/12/92,3/12/92
BARRY FITZPATRICK FOR CONGRESS COMMITTEE,"{1992,1994,1996}",PHILIP FRIEDLAND,H,House,T,P,Principal campaign committee,,,,,NJ,C00278127,H2NJ11079,10/27/92,10/18/94,10/18/94
STEVE HARPER FOR CONGRESS,"{2008,2010}",STEVE HARPER,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MD,C00443002,H8MD01136,1/2/08,3/10/09,1/2/08
BUCKINGHAM FOR CONGRESS,{1990},C B MAULDIN,H,House,T,P,Principal campaign committee,,,,,TX,C00238253,H0TX12097,8/22/89,9/22/89,8/28/89
PASWATER FOR CONGRESS,"{1992,1994,1996}",BILLY G WRIGHT,H,House,A,P,Principal campaign committee,,,LIB,LIBERTARIAN PARTY,AZ,C00252445,H2AZ02147,6/24/91,6/24/91,6/24/91
DAGHER FOR CONGRESS 2009,{2010},PHIL R GOLDBERG,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,IL,C00458521,H2IL05100,1/16/09,4/30/09,1/16/09
FRIENDS OF DAVID SCHWEIKERT,{2008},"Lisker, Lisa",H,House,T,A,Authorized by a candidate,,,REP,REPUBLICAN PARTY,VA,C00451187,H4AZ06045,6/4/08,11/4/08,9/8/08
BETTER GOVERNMENT 2000,{2000},MATTHEW P FINK,H,House,T,J,Joint fundraising committee,,,,,DC,C00355669,"H4CT05053,H6NY36015,H6OR05069,H6TX01162,H8KS03049",3/23/00,10/27/00,3/23/00
ELECT KELLY STEWART,{2018},"STEWART, THOMAS",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,GA,C00632364,H8GA06278,2/4/17,4/27/17,2/4/17
BILL ROBERTS FOR CONGRESS,{2012},"TATRO, BEN",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MI,C00513390,H2MI11141,2/22/12,11/2/12,6/27/12
FRIENDS OF ART AGNOS,"{1978,1980}",FREDERIC CAMPAGNOLI,H,House,T,A,Authorized by a candidate,,,DEM,DEMOCRATIC PARTY,CA,C00106021,,11/14/78,4/18/80,3/26/79
SHERI FEW FOR CONGRESS,"{2016,2018}","FEW, APRIL",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,SC,C00631200,H8SC05091,1/17/17,8/2/17,1/17/17
PERRY GERSHON FOR CONGRESS,"{2018,2020}","ABRAMS, JASON",H,House,T,A,Authorized by a candidate,,,DEM,DEMOCRATIC PARTY,NY,C00650457,H8NY01155,7/15/17,2/13/19,12/11/18
COLANTUONO FOR CONGRESS,"{1996,1998,2000,2002}",WAYNE D. MACDONALD,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NH,C00318253,H6NH01149,5/8/96,3/1/02,5/8/96
SUNDWALL FOR CONGRESS 06,"{2006,2008}",KATHRYN E SUNDWALL,H,House,T,P,Principal campaign committee,,,,,NY,C00422931,H6NY20191,4/14/06,3/6/07,4/17/06
GRAY FOR CONGRESS,"{1986,1988,1990}",WILLIAM MEDEARIS BUTLER JR,H,House,T,A,Authorized by a candidate,,,REP,REPUBLICAN PARTY,NC,C00198564,H6NC05042,10/22/85,3/27/89,10/22/85
JOHN PILE FOR CONGRESS 90,"{1990,1992,1994,1996}",JOHN MARTIN PILE,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,AZ,C00247031,H0AZ01176,7/20/90,7/20/90,7/20/90
KOHLENBERG FOR CONGRESS,"{2004,2006,2008}",DEBORAH LOMPA,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,WI,C00391318,H4WI05073,10/14/03,2/20/07,12/22/03
VAN GRACK CONGRESS 94,"{1994,1996,1998}",JEFFREY AXELSON,H,House,T,P,Principal campaign committee,,,,,MD,C00297788,H4MD08122,8/31/94,9/12/97,9/28/94
KONNYU ELECTION COMMITTEE - CALIF,"{1986,1988}",CHARLES L GARLAND,H,House,T,A,Authorized by a candidate,,,REP,REPUBLICAN PARTY,CA,C00200717,H6CA13108,12/20/85,12/20/85,12/20/85
MOLLOHAN FOR CONGRESS,"{1976,1978,1980}","MR. RICHARD S. PIZATELLA, TREAS.",H,House,T,A,Authorized by a candidate,,,DEM,DEMOCRATIC PARTY,WV,C00036855,H6WV01046,7/20/76,8/3/79,11/9/77
SEAN BUCHAN FOR CONGRESS,{2018},"BERRIOS-TIRADO, LLARYVONNE MS.",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,FL,C00638015,H8FL09118,4/20/17,8/10/17,5/25/17
ELLA WARD FOR CONGRESS,"{2012,2014,2016}","MALONE, MICHAEL LEON MR.",H,House,T,A,Authorized by a candidate,,,DEM,DEMOCRATIC PARTY,VA,C00511832,H2VA04102,2/6/12,4/19/16,4/19/16
KEN KING FOR CONGRESS,{2006},ROBERT KOSBIE,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00418251,H6CA50126,12/30/05,4/4/06,12/30/05
CORNWELL FOR CONGRESS '78,"{1978,1980,1982}",TERRY L CAMPBELL,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,FL,C00075929,H6IN08053,6/2/77,1/31/83,6/7/77
SEAN MACK FOR CONGRESS,{2012},SEAN MACK,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NY,C00512087,H2NJ11103,2/8/12,5/10/12,2/8/12
FRIENDS OF GEORGE GOLLIN,"{2014,2016}","JACCARINO, MATT",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,IL,C00547208,H4IL13209,7/18/13,10/25/16,11/18/13
ZEALOR FOR CONGRESS COMMITTEE,"{1978,1980}",RICHARD A. SWAYZE,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,PA,C00090563,H8PA05014,3/23/78,1/2/80,3/23/78
CLINESMITH FOR CONGRESS,"{2000,2002,2004,2006}",KARL LYNCH,H,House,A,P,Principal campaign committee,,,,,TX,C00350769,H0TX13046,11/22/99,7/31/06,11/22/99
BUCKLEY02,"{2002,2004}",GREGORY J LAYTON,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,OR,C00375410,H2OR02115,3/26/02,6/22/04,3/26/02
DAVIES FOR CONGRESS,"{2000,2002}",MARY M DEADMAN,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,VA,C00356063,H0VA01102,4/3/00,4/20/01,10/10/00
ROBERTS BRADEN CAMPAIGN,"{1996,1998,2000}",BEVERLY D BRADEN,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CA,C00310995,H6CA02168,1/8/96,4/7/00,3/18/96
CARMACK FOR CONGRESS,"{2010,2012,2014,2016,2018}",JOHN CARMACK,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,WA,C00479402,H0WA02163,3/26/10,4/26/18,3/26/10
GRIFFIN FOR CONGRESS,{1992},JAMES A MCKINNEY,H,House,T,P,Principal campaign committee,,,,,MO,C00266601,H2MO09057,4/24/92,5/21/93,7/7/92
PORTER FOR CONGRESS,"{2004,2006,2008,2010,2012}","PLONSKI, EDWARD GARRY  ",H,House,T,A,Authorized by a candidate,,,DEM,DEMOCRATIC PARTY,PA,C00388637,H4PA03075,1/31/03,1/29/09,12/8/06
STEVE UDALL FOR CONGRESS COMMITTEE,"{2002,2004,2006}",COOKIE OVERSON,H,House,A,P,Principal campaign committee,,,,,AZ,C00371468,H2AZ01198,1/14/02,4/16/06,1/14/02
MARJORIE ANDERSON FOR CONGRESS,{1980},ROBERT S HAGER,H,House,T,P,Principal campaign committee,,,,,CT,C00132944,H0CT01019,8/6/80,4/17/81,8/6/80
COMMITTEE TO ELECT BOB LYNN,{1992},LINDA RUSSELL BARRENTINE,H,House,T,P,Principal campaign committee,,,,,CA,C00257212,H2CA43211,12/18/91,4/9/93,2/10/92
FRIENDS OF MARC HILL,"{1984,1986,1988,1990,1992,1994}",JEFFREY WRIGHT HILL,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,TX,C00176339,H4TX08014,1/31/84,11/17/93,4/6/86
FIELDS FOR  CONGRESS,"{2004,2006,2008}",MARY ANN FIELDS,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,OK,C00395004,H4OK02105,1/22/04,1/26/07,1/22/04
HANLON CONGRESS COMMITTEE,"{1982,1984}",BERTHA A SHEPHERD,H,House,T,P,Principal campaign committee,,,,,CT,C00149146,H2CT05016,1/25/82,4/5/84,1/25/82
KALEB SIMS FOR CONGRESS COMMITTEE,{2016},"SIMS, DORI",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TX,C00590984,H6TX17101,10/30/15,10/24/16,10/30/15
AMBROSIO FOR CONGRESS,"{1980,1982,1984,1986,1988,1990,1992}",JOAN SCERBO,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NJ,C00125997,H0NJ09044,4/11/80,7/30/92,8/4/81
JACK HART FOR UNITED STATES CONGRESS COMMITTEE (80),"{1980,1982}",,H,House,T,P,Principal campaign committee,,,,,NY,C00120972,H8NY01098,2/7/80,1/29/82,2/7/80
ANDREW HARTFORD FOR AMERICA,"{2018,2020}","HARTFORD, ANDREW DOWNING",H,House,Q,P,Principal campaign committee,,,IND,INDEPENDENT,NJ,C00655951,H8NJ12090,9/19/17,4/1/18,4/1/18
RUSS MATHEWS FOR CONGRESS,"{2010,2012}",PAUL T CURTIS,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,ID,C00468025,H0ID02079,10/2/09,12/10/12,10/2/09
COMMITTEE TO ELECT RASKOPF,"{1978,1980}","MADELYN C. BROWNE, TREASURER",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NY,C00097139,H8NY26020,6/6/78,4/12/79,6/6/78
JIM DEMERS FOR CONGRESS '86,"{1986,1988,1990,1992}",MARY DION,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,TX,C00197145,H4NH01011,8/6/85,1/23/92,8/6/85
DENNIS WILLIAMS FOR CONGRESS,"{1996,1998,2000}",MATTHEW T LAPINSKI,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,DE,C00321463,H6DE01030,8/5/96,6/29/00,8/5/96
LINCOLN FOR CONGRESS,"{1996,1998,2000,2002}",CAROLYN COVINGTON,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,AK,C00315184,H6AK01019,3/13/96,9/14/01,3/13/96
FERGUSON FOR CONGRESS COMMITTEE,"{1976,1978,1980}","MR. V. J. ANDERSON, TREAS.",H,House,T,P,Principal campaign committee,,,,,UT,C00008615,H6UT01020,7/20/76,4/21/80,
JOHN DENNIS FOR CONGRESS 2014,"{2014,2016,2018}","LAWLER, KELLY",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00554337,H0CA08069,1/7/14,7/24/18,2/6/14
OXLEY FOR CONGRESS,"{1980,1982,1984,1986,1988,1990,1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018}",JODY BEALL O'BRIEN,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,OH,C00142000,H2OH04032,5/11/81,4/24/17,12/7/01
EHLMANN FOR U S CONGRESS,{2000},TOM SIMS,H,House,T,P,Principal campaign committee,,,,,MO,C00343186,H0MO02114,2/15/99,5/5/00,2/15/99
BOURLAND FOR CONGRESS,{1996},SANDRA ROGGENKAMP,H,House,T,P,Principal campaign committee,,,,,IN,C00322503,H4IN07043,9/3/96,11/25/96,9/3/96
RIDENHOUR FOR CONGRESS,{2020},"CRATE, BRADLEY T",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NC,C00698449,H0NC09161,3/5/19,4/26/19,3/8/19
BRAD MILLER FOR UNITED STATES CONGRESS,"{2002,2004,2006,2008,2010,2012,2014}","WALLACE, JOHN MR.",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NC,C00371211,H2NC13029,12/4/01,8/4/14,2/10/11
FRIENDS OF RIC MEDROW,"{2002,2004}",JAVIER MARTINEZ,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NJ,C00377895,H2NJ06145,5/28/02,8/10/04,5/28/02
FRIENDS OF GREG JOLIVETTE,"{1990,1992,1994,1996}",VINCENT C JOLIVETTE JR,H,House,A,P,Principal campaign committee,,,UNK,UNKNOWN,OH,C00243451,H0OH08052,4/4/90,5/15/96,4/4/90
MANSFIELD FOR CONGRESS,{2000},MICHAEL S LOCKNANE,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,ID,C00347633,H0ID01162,7/30/99,11/28/00,10/22/99
HEARON FOR CONGRESS,"{1998,2000}",WILLIAM J CRISLER JR,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,MS,C00334136,H8MS04347,2/26/98,7/7/00,2/26/98
SHERZAN FOR IOWA,{2016},"SHERZAN, SUSAN",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,IA,C00597096,H6IA03243,12/16/15,3/13/17,12/16/15
NANCY HOYT FOR CONGRESS,"{2014,2016}",NICHOLAS JOHN DEMYAN,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,MD,C00555144,H4MD04121,1/17/14,7/30/15,1/17/14
DAVE WELCH FOR CONGRESS COMMITTEE,"{1978,1980}",BARBARA ANDERSON BROWN,H,House,T,A,Authorized by a candidate,,,REP,REPUBLICAN PARTY,CA,C00084574,H8CA11017,1/4/78,3/24/80,1/4/78
KAGEN 4 CONGRESS,"{2006,2008,2010,2012}","CHUDACOFF, BRUCE",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,WI,C00412809,H6WI08122,7/6/05,8/18/11,10/7/10
CHARLIE OWEN FOR CONGRESS,"{1994,1996}",JOSEPH L ARDERY,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,KY,C00289876,H4KY03160,2/22/94,1/11/96,8/28/95
STANLEY RUSS CAMPAIGN COMMITTEE,"{1984,1986,1988,1990}",MRS JOANN LESTER,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,AR,C00179648,H4AR02059,3/20/84,2/19/88,3/20/84
DRAFT SELLERS FOR CONGRESS COMMITTEE,"{1986,1988,1990,1992,1994}",TERESA SELLERS,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,AL,C00201566,H6AL07042,1/22/86,11/17/93,1/22/86
FRIENDS OF DON MITCHELL,"{1976,1978,1980,1982}","MR. JAMES R. MAGUIRE, TREASURER",H,House,T,A,Authorized by a candidate,,,,,NY,C00013102,H6NY31024,7/10/76,10/26/82,11/2/78
NILES NIEMUTH FOR CONGRESS 2018,"{2018,2020}","NIEMUTH, NILES",H,House,Q,P,Principal campaign committee,,,SEP,SOCIALIST EQUALITY PARTY,MI,C00680868,H8MI12120,6/13/18,2/19/19,6/13/18
ROWLAND CONGRESS COMMITTEE - 1990,{1990},GARRETT M MOORE,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CT,C00236729,H4CT05020,5/26/89,9/7/90,5/26/89
MICHAEL ERIN WOODY FOR CONGRESS,"{2018,2020}",WILLIAM C WOODY,H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00638080,H8CA24150,4/20/17,4/15/19,7/15/17
STEVE BARTLETT FOR CONGRESS,"{1982,1984}",H D PEDLAR JR,H,House,T,A,Authorized by a candidate,,,,,TX,C00144386,H2TX05014,8/26/81,3/9/84,3/17/82
LEE ANNE BROGOWSKI FOR CONGRESS,"{2016,2018,2020}","BROGOWSKI, LEE ANNE MRS",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NJ,C00614909,,4/15/16,4/15/16,4/15/16
1ST CONGRESSIONAL DISTRICT CHARLES HAYES COMMITTEE,"{1986,1988,1990,1992,1994,1996,1998}",HELEN WARFIELD,H,House,A,A,Authorized by a candidate,,,DEM,DEMOCRATIC PARTY,IL,C00198390,H4IL01022,10/9/85,7/15/97,10/9/85
CITIZENS FOR DEATON,"{1990,1992,1994,1996,1998}",JON VAN ARKEL,H,House,T,P,Principal campaign committee,,,,,MO,C00242321,H0MO07048,3/2/90,5/5/97,5/16/94
JOHN DEVINE FOR CONGRESS COMMITTEE TO ELECT,"{2014,2016,2018}",JOHN PATRICK DEVINE,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MA,C00556753,H4MA06116,2/12/14,4/26/18,2/12/14
TEXANS FOR MURPHY,"{2004,2006}",Lemont Nodwell,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TX,C00392092,H4TX04054,11/4/03,11/10/05,2/23/04
ALAN MACKAY FOR CONGRESS,"{1976,1978,1980,1982}",ALAN MACKAY,H,House,A,A,Authorized by a candidate,,,,,MA,C00047456,H6MA00056,7/9/76,12/3/81,7/9/76
ROD MILLER FOR WYOMING INC,"{2018,2020}","MILLER, ROD",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,WY,C00680272,,6/1/18,8/23/18,6/1/18
PALECEK FOR CONGRESS,"{2000,2002}",RUTH E PALECEK,H,House,T,P,Principal campaign committee,,,,,IA,C00362475,H0IA05043,10/10/00,3/9/01,10/10/00
MARRIOTT FOR CONGRESS COMMITTEE (AKA CITIZENS FOR MARRIOTT),"{1978,1980,1982,1984,1986,1988,1990,1992,1994,1996}",G BARRY NIELSEN,H,House,A,A,Authorized by a candidate,,,REP,REPUBLICAN PARTY,VA,C00082560,H6UT02077,11/17/77,5/15/96,8/19/81
OVERBY FOR CONGRESS COMMITTEE,"{2008,2010}",URSULA BONAR,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NC,C00435883,H8NC09065,6/18/07,11/30/09,6/18/07
JOHN R SHIPMAN CFP FOR CONGRESS IN '92,"{1992,1994}",JAMES C RUNYON,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,FL,C00264218,H2FL08048,4/3/92,4/13/93,2/1/93
3-KEY COMMITTEE,"{1992,1994}",GLENN HAGER,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,WA,C00274563,H2WA07051,8/18/92,10/12/94,8/18/92
FRIENDS OF FRANK MCALPINE,"{2002,2004}",FRANK MCALPINE,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MI,C00382259,H2MI08071,9/25/02,8/8/03,9/25/02
LARSEN CONGRESSIONAL CAMPAIGN COMMITTEE,"{1976,1978,1980}",,H,House,A,P,Principal campaign committee,,,,,NY,C00054171,H6NY34036,7/21/76,2/1/77,8/4/76
BOB MITCHELL FOR CONGRESS,"{1994,1996}",CHERYL S WALD,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MI,C00292268,H4MI08044,4/11/94,2/9/96,4/11/94
HARDER HILL LEVIN PORTER VICTORY FUND,{2018},"SHUTMAN, NATE",H,House,T,J,Joint fundraising committee,,,,,CA,C00684456,,8/6/18,10/25/18,8/6/18
STATE REPRESENTATIVE TAD JUDE FOR CONGRESS COMMITTEE,"{1980,1982}",ROGER LEO GUENNIGSMAN,H,House,T,P,Principal campaign committee,,,DFL,DEMOCRATIC-FARM-LABOR,MN,C00123570,H0MN06051,3/28/80,4/5/82,3/28/80
KENNETH M. GARNER,"{2018,2020}","GARNER, KENNETH MARSHALL",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MI,C00670174,H6MI13221,2/15/18,2/15/18,2/15/18
FRIENDS OF CARL,"{2014,2016}",DAVID F ALFANO,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CT,C00553149,H4CT04122,12/9/13,4/16/15,12/9/13
COMMITTEE TO ELECT CATHERINE PORTMAN-LAUX TO CONGRESS,"{1992,1994,1996}",JOSEPH BIUS0,H,House,A,P,Principal campaign committee,,,,,NY,C00266502,H2NY21040,4/27/92,7/14/92,5/19/92
FITE FOR CONGRESS,{1996},DAVID K WRIGHT,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,AL,C00316836,H4AL03020,4/12/96,8/9/96,4/12/96
JASON GREENE FOR CONGRESS,"{2012,2014}",KRISTIN GREENE,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,MO,C00524025,H2MO05360,6/29/12,1/25/13,6/29/12
FITZPATRICK FOR CONGRESS,"{2004,2006,2008}","Poprik, John",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,PA,C00404236,H4PA08074,8/2/04,9/11/07,1/11/07
BINETTE FOR CONGRESS '98,{1998},PAMELA J BINETTE,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NH,C00337865,H8NH02150,6/18/98,10/30/98,6/18/98
C R EVANS FOR CONGRESS (AL),{1990},CHARLES RAY EVANS,H,House,T,P,Principal campaign committee,,,UNK,UNKNOWN,DC,C00235267,H0AL03150,1/23/89,5/3/89,1/23/89
CITIZENS FOR BACCHUS,"{1990,1992,1994,1996}",BRUCE STARLING,H,House,A,A,Authorized by a candidate,,,,,FL,C00235705,H0FL11038,2/13/89,5/15/96,8/23/89
DAVE CAMP FOR CONGRESS '96,"{1996,1998}",GWENDOLA D LANG,H,House,T,A,Authorized by a candidate,,,REP,REPUBLICAN PARTY,MI,C00300798,H0MI10071,1/17/95,4/24/98,1/17/95
JIM MOELLER FOR CONGRESS,{2016},JANET JAMES,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,WA,C00617993,H6WA03218,5/20/16,12/23/16,5/20/16
THOMPSON FOR CONGRESS,{2012},"PRESLEY, BETTY",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00514695,H0OR05047,3/5/12,12/17/12,3/22/12
DORI FOR CONGRESS,{2018},"CORTINAS, KARLA",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,TX,C00640763,H8TX16083,5/17/17,11/20/18,9/18/17
SURGEONS CONGRESSIONAL VICTORY FUND,{2014},RICHARD SPRINGER,H,House,T,J,Joint fundraising committee,,,,,MD,C00549345,"H0IN08114,H0MI01088,H4GA06087,H4LA07029",9/12/13,2/4/14,9/12/13
JEFF MOORE FOR CONGRESS,{2020},"FAHY, AMANDA",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NC,C00697557,H0NC03164,2/25/19,4/25/19,2/25/19
RICO OLLER FOR CONGRESS,"{2004,2006,2008,2010,2012,2014}",KELLY LAWLER,H,House,T,A,Authorized by a candidate,,,REP,REPUBLICAN PARTY,CA,C00389395,H4CA03070,8/1/03,4/19/13,1/17/05
PEOPLE FOR JOELLE (FISHMAN) FOR CONGRESS,"{1980,1982}",MARY D JOHNSON,H,House,T,A,Authorized by a candidate,,,COM,COMMUNIST PARTY,CT,C00138206,H6CT03053,10/31/80,11/30/81,12/9/80
BOB HERING FOR US CONGRESS,"{2000,2002,2004,2006,2008,2010,2012,2014}",SHANNON JEANSONNE,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,FL,C00347047,H0FL08067,7/13/99,2/22/13,1/25/13
COMMITTEE TO ELECT MIKE MCLAUGHLIN FOR CONGRESS,"{1994,1996}",SANDIJEAN FUSON,H,House,A,P,Principal campaign committee,,,,,OR,C00290775,H4OR02087,3/4/94,3/4/94,3/4/94
PAUL PERRY FOR CONGRESS,"{2000,2002}",JAY ZIEMER,H,House,T,P,Principal campaign committee,,,,,IN,C00345819,H0IN08072,6/4/99,8/30/02,6/4/99
PATRIOT DAY I 2015,"{2016,2018}",LISA LISKER,H,House,T,J,Joint fundraising committee,,,,,VA,C00573477,"H0IL10302,H0NH01217,H0TX23086,H2AZ08102,H2CA20094,H4FL26038,H4IA03115,H4IL12060,H4ME02234,H4NV04017,H4NY24073,H8NY01148",2/27/15,7/30/17,2/27/15
BOSCO FOR CONGRESS COMMITTEE,"{1982,1984,1986,1988,1990,1992,1994,1996,1998,2000}","ELIZABETH WARNER, ASSISTANT",H,House,A,A,Authorized by a candidate,,,DEM,DEMOCRATIC PARTY,CA,C00155085,H2CA01011,5/4/82,1/24/00,4/29/93
DEDE FOR CONGRESS INC,"{2010,2012,2014,2016}","SCOZZAFAVA, DIERDRE K",H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NY,C00463976,H0NY23065,7/14/09,6/11/15,1/20/10
WORKMAN FOR CONGRESS,"{1994,1996}",WILLIAM J GLEASON,H,House,A,P,Principal campaign committee,,,,,MN,C00290783,H4MN02078,3/8/94,5/27/94,3/8/94
CITIZENS FOR CHUCK DEVORE,"{1988,1990,1992}",SHARRON L GILL,H,House,T,P,Principal campaign committee,,,,,CA,C00223032,H8CA40081,2/17/88,9/20/91,2/17/88
ED REICH FOR CONGRESS,"{2014,2016,2018}",EDWARD DONALD REICH,H,House,A,P,Principal campaign committee,,,IND,INDEPENDENT,MS,C00558007,H4MS04106,2/24/14,4/26/18,2/24/14
FRIENDS OF TERRY T CAMPO,{1992},CHRIS MILLER,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,IL,C00257238,H2IL20034,12/12/91,11/6/92,1/7/92
BEN ROSS FOR CONGRESS,"{2010,2012,2014,2016,2018}",CHARLES E HAYES,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,FL,C00480970,H0FL24163,4/7/10,4/26/18,4/7/10
PARDUE FOR CONGRESS,{2002},LOREN HARTLEY,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,GA,C00372748,H2GA10083,2/6/02,11/29/02,2/6/02
FRIENDS OF SUSAN HYNES,"{1998,2000}",ROBERT A DOORNEWEERD,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,IL,C00331058,H6IL13089,11/6/97,6/29/00,11/6/97
FRIENDS OF DAVE LEBLANC,{2020},"VANERON, GEORGE W JR",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NY,C00704320,H0NY04115,4/26/19,4/26/19,4/26/19
ERIC MALONEY FOR CONGRESS,"{2012,2014,2016,2018}",PATRICIA WYSOWATY,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,PA,C00493866,H2PA19091,3/8/11,4/26/18,3/8/11
SPERLING FOR CONGRESS,{1996},MATTHEW WARNER SPERLING,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NY,C00316737,H6NY08071,4/8/96,5/15/97,4/8/96
NIELSEN CONGRESS '98,"{1998,2000,2002,2004,2006}",THOMAS J MCCARTHY,H,House,A,A,Authorized by a candidate,,,REP,REPUBLICAN PARTY,CT,C00328377,H8CT05104,7/9/97,2/1/06,8/12/02
GREGORY SALCIDO FOR CONGRESS,"{2002,2004}",GREGORY SALCIDO,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CA,C00370478,H2CA38195,12/10/01,7/31/03,12/10/01
LOUIS STOKES FOR CONGRESS COMMITTEE,"{1976,1978,1980,1982,1984,1986,1988,1990,1992,1994,1996,1998,2000,2002}",EUGENE PEARSON,H,House,T,P,Principal campaign committee,,,,,OH,C00046995,H6OH21052,7/6/76,3/15/02,4/26/91
